# Wavelength(um) Reflectance(%)
9.414414414414413734e-01 1.846655515221468091e-02
9.426926926926926242e-01 1.906066635685600349e-02
9.439439439439438750e-01 1.966159382788010973e-02
9.451951951951951258e-01 2.026917538729866228e-02
9.464464464464463767e-01 2.088324793938286725e-02
9.476976976976976275e-01 2.150364757349976577e-02
9.489489489489488783e-01 2.213020966517768168e-02
9.502002002002001291e-01 2.276276897535633656e-02
9.514514514514514909e-01 2.340115974777768476e-02
9.527027027027027417e-01 2.404521580448033824e-02
9.539539539539539925e-01 2.469477063936048947e-02
9.552052052052052433e-01 2.534965750976858612e-02
9.564564564564564941e-01 2.600970952611048742e-02
9.577077077077077449e-01 2.667475973943073814e-02
9.589589589589589957e-01 2.734464122695174845e-02
9.602102102102102466e-01 2.801918717555220220e-02
9.614614614614614974e-01 2.869823096316594796e-02
9.627127127127127482e-01 2.938160623808940344e-02
9.639639639639639990e-01 3.006914699618572565e-02
9.652152152152152498e-01 3.076068765597692392e-02
9.664664664664665006e-01 3.145606313162072759e-02
9.677177177177177514e-01 3.215510890376607755e-02
9.689689689689690022e-01 3.285766108828987175e-02
9.702202202202202530e-01 3.356355650291539122e-02
9.714714714714715038e-01 3.427263273171596292e-02
9.727227227227227546e-01 3.498472818751181129e-02
9.739739739739740054e-01 3.569968217216910183e-02
9.752252252252252562e-01 3.641733493480861505e-02
9.764764764764765070e-01 3.713752772794069040e-02
9.777277277277277578e-01 3.786010286153807664e-02
9.789789789789790087e-01 3.858490375506329340e-02
9.802302302302302595e-01 3.931177498747093907e-02
9.814814814814815103e-01 4.004056234519926677e-02
9.827327327327327611e-01 4.077111286817731300e-02
9.839839839839840119e-01 4.150327489386657770e-02
9.852352352352352627e-01 4.223689809936225642e-02
9.864864864864865135e-01 4.297183354157876889e-02
9.877377377377377643e-01 4.370793369554577812e-02
9.889889889889890151e-01 4.444505249084088061e-02
9.902402402402402659e-01 4.518304534618983875e-02
9.914914914914915167e-01 4.592176920225985587e-02
9.927427427427427675e-01 4.666108255267898547e-02
9.939939939939940183e-01 4.740084547331083892e-02
9.952452452452452691e-01 4.814091964981663530e-02
9.964964964964965199e-01 4.888116840353678993e-02
9.977477477477477708e-01 4.962145671572380096e-02
9.989989989989990216e-01 5.036165125016194705e-02
1.000250250250250161e+00 5.110162037420409170e-02
1.001501501501501412e+00 5.184123417826379254e-02
1.002752752752752663e+00 5.258036449379251825e-02
1.004004004004003914e+00 5.331888490978102524e-02
1.005255255255255165e+00 5.405667078781620921e-02
1.006506506506506415e+00 5.479359927573097117e-02
1.007757757757757666e+00 5.552954931988163950e-02
1.009009009009008917e+00 5.626440167608554033e-02
1.010260260260260168e+00 5.699803891925982885e-02
1.011511511511511419e+00 5.773034545178937910e-02
1.012762762762762669e+00 5.846120751066528204e-02
1.014014014014013920e+00 5.919051317342576002e-02
1.015265265265265171e+00 5.991815236293372010e-02
1.016516516516516422e+00 6.064401685102900619e-02
1.017767767767767673e+00 6.136800026108510386e-02
1.019019019019018923e+00 6.208999806950936395e-02
1.020270270270270174e+00 6.280990760621703306e-02
1.021521521521521425e+00 6.352762805411464597e-02
1.022772772772772676e+00 6.424306044762438661e-02
1.024024024024023927e+00 6.495610767028561772e-02
1.025275275275275177e+00 6.566667445146098792e-02
1.026526526526526428e+00 6.637466736218478047e-02
1.027777777777777679e+00 6.707999481018002419e-02
1.029029029029028930e+00 6.778256703408057360e-02
1.030280280280280181e+00 6.848229609688445685e-02
1.031531531531531432e+00 6.917909587867156207e-02
1.032782782782782682e+00 6.987288206861529127e-02
1.034034034034033933e+00 7.056357215631456348e-02
1.035285285285285184e+00 7.125108542248026477e-02
1.036536536536536435e+00 7.193534292899880778e-02
1.037787787787787686e+00 7.261626750840385891e-02
1.039039039039038936e+00 7.329378375278278179e-02
1.040290290290290187e+00 7.396781800214299873e-02
1.041541541541541438e+00 7.463829833226656718e-02
1.042792792792792689e+00 7.530515454207668824e-02
1.044044044044043940e+00 7.596831814054096077e-02
1.045295295295295190e+00 7.662772233313717984e-02
1.046546546546546441e+00 7.728330200790470284e-02
1.047797797797797692e+00 7.793499372110221368e-02
1.049049049049048943e+00 7.858273568250061236e-02
1.050300300300300194e+00 7.922646774032449102e-02
1.051551551551551444e+00 7.986613136587222828e-02
1.052802802802802695e+00 8.050166963782884322e-02
1.054054054054053946e+00 8.113302722629629760e-02
1.055305305305305197e+00 8.176015037655862128e-02
1.056556556556556448e+00 8.238298689260167840e-02
1.057807807807807698e+00 8.300148612040711416e-02
1.059059059059058949e+00 8.361559893103731600e-02
1.060310310310310200e+00 8.422527770352870868e-02
1.061561561561561451e+00 8.483047630761297864e-02
1.062812812812812702e+00 8.543115008627860663e-02
1.064064064064063952e+00 8.602725583819165189e-02
1.065315315315315203e+00 8.661875179999221908e-02
1.066566566566566454e+00 8.720559762847619745e-02
1.067817817817817705e+00 8.778775438268296427e-02
1.069069069069068956e+00 8.836518450589962714e-02
1.070320320320320207e+00 8.893785180759450348e-02
1.071571571571571457e+00 8.950572144529632401e-02
1.072822822822822708e+00 9.006875990642666807e-02
1.074074074074073959e+00 9.062693499010272824e-02
1.075325325325325210e+00 9.118021578891888357e-02
1.076576576576576461e+00 9.172857267071778120e-02
1.077827827827827711e+00 9.227197726036412417e-02
1.079079079079078962e+00 9.281040242152956143e-02
1.080330330330330213e+00 9.334382223849867211e-02
1.081581581581581464e+00 9.387221199800618865e-02
1.082832832832832715e+00 9.439554817111361906e-02
1.084084084084083965e+00 9.491380839513481604e-02
1.085335335335335216e+00 9.542697145561765404e-02
1.086586586586586467e+00 9.593501726839089028e-02
1.087837837837837718e+00 9.643792686168313477e-02
1.089089089089088969e+00 9.693568235832046576e-02
1.090340340340340219e+00 9.742826695801022618e-02
1.091591591591591470e+00 9.791566491971909203e-02
1.092842842842842721e+00 9.839786154414686958e-02
1.094094094094093972e+00 9.887484315630781784e-02
1.095345345345345223e+00 9.934659708822012048e-02
1.096596596596596473e+00 9.981311166171152882e-02
1.097847847847847724e+00 1.002743761713457832e-01
1.099099099099098975e+00 1.007303808674722967e-01
1.100350350350350226e+00 1.011811169394078308e-01
1.101601601601601477e+00 1.016265764987489134e-01
1.102852852852852727e+00 1.020667525628231737e-01
1.104104104104103978e+00 1.025016390382819526e-01
1.105355355355355229e+00 1.029312307048357716e-01
1.106606606606606480e+00 1.033555231991385437e-01
1.107857857857857731e+00 1.037745129988219134e-01
1.109109109109108982e+00 1.041881974066822536e-01
1.110360360360360232e+00 1.045965745350239950e-01
1.111611611611611483e+00 1.049996432901597193e-01
1.112862862862862734e+00 1.053974033570717062e-01
1.114114114114113985e+00 1.057898551842339635e-01
1.115365365365365236e+00 1.061769999685985011e-01
1.116616616616616486e+00 1.065588396407472077e-01
1.117867867867867737e+00 1.069353768502084162e-01
1.119119119119118988e+00 1.073066149509437489e-01
1.120370370370370239e+00 1.076725579870015798e-01
1.121621621621621490e+00 1.080332106783413043e-01
1.122872872872872740e+00 1.083885784068272795e-01
1.124124124124123991e+00 1.087386672023949313e-01
1.125375375375375242e+00 1.090834837293864629e-01
1.126626626626626493e+00 1.094230352730610478e-01
1.127877877877877744e+00 1.097573297262749853e-01
1.129129129129128994e+00 1.100863755763344803e-01
1.130380380380380245e+00 1.104101818920220912e-01
1.131631631631631496e+00 1.107287583107935541e-01
1.132882882882882747e+00 1.110421150261474837e-01
1.134134134134133998e+00 1.113502627751664920e-01
1.135385385385385248e+00 1.116532128262301554e-01
1.136636636636636499e+00 1.119509769668975974e-01
1.137887887887887750e+00 1.122435674919615434e-01
1.139139139139139001e+00 1.125309971916709090e-01
1.140390390390390252e+00 1.128132793401235567e-01
1.141641641641641503e+00 1.130904276838254480e-01
1.142892892892892753e+00 1.133624564304188953e-01
1.144144144144144004e+00 1.136293802375753781e-01
1.145395395395395255e+00 1.138912142020553353e-01
1.146646646646646506e+00 1.141479738489306062e-01
1.147897897897897757e+00 1.143996751209717250e-01
1.149149149149149007e+00 1.146463343681957125e-01
1.150400400400400258e+00 1.148879683375762656e-01
1.151651651651651731e+00 1.151245941629121528e-01
1.152902902902902982e+00 1.153562293548550388e-01
1.154154154154154233e+00 1.155828917910939196e-01
1.155405405405405483e+00 1.158045997066950300e-01
1.156656656656656734e+00 1.160213716845967247e-01
1.157907907907907985e+00 1.162332266462563768e-01
1.159159159159159236e+00 1.164401838424494462e-01
1.160410410410410487e+00 1.166422628442183723e-01
1.161661661661661737e+00 1.168394835339692794e-01
1.162912912912912988e+00 1.170318660967167163e-01
1.164164164164164239e+00 1.172194310114729326e-01
1.165415415415415490e+00 1.174021990427814160e-01
1.166666666666666741e+00 1.175801912323926751e-01
1.167917917917917991e+00 1.177534288910800225e-01
1.169169169169169242e+00 1.179219335905965921e-01
1.170420420420420493e+00 1.180857271557662486e-01
1.171671671671671744e+00 1.182448316567140251e-01
1.172922922922922995e+00 1.183992694012284963e-01
1.174174174174174246e+00 1.185490629272573371e-01
1.175425425425425496e+00 1.186942349955339981e-01
1.176676676676676747e+00 1.188348085823335981e-01
1.177927927927927998e+00 1.189708068723566298e-01
1.179179179179179249e+00 1.191022532517378857e-01
1.180430430430430500e+00 1.192291713011807419e-01
1.181681681681681750e+00 1.193515847892137743e-01
1.182932932932933001e+00 1.194695176655682228e-01
1.184184184184184252e+00 1.195829940546748876e-01
1.185435435435435503e+00 1.196920382492792923e-01
1.186686686686686754e+00 1.197966747041721014e-01
1.187937937937938004e+00 1.198969280300353213e-01
1.189189189189189255e+00 1.199928229874001190e-01
1.190440440440440506e+00 1.200843844807164551e-01
1.191691691691691757e+00 1.201716375525328506e-01
1.192942942942943008e+00 1.202546073777831931e-01
1.194194194194194258e+00 1.203333192581810540e-01
1.195445445445445509e+00 1.204077986167184089e-01
1.196696696696696760e+00 1.204780709922676080e-01
1.197947947947948011e+00 1.205441620342855430e-01
1.199199199199199262e+00 1.206060974976176509e-01
1.200450450450450512e+00 1.206639032374008796e-01
1.201701701701701763e+00 1.207176052040638964e-01
1.202952952952953014e+00 1.207672294384226075e-01
1.204204204204204265e+00 1.208128020668704228e-01
1.205455455455455516e+00 1.208543492966609317e-01
1.206706706706706766e+00 1.208918974112817013e-01
1.207957957957958017e+00 1.209254727659180295e-01
1.209209209209209268e+00 1.209551017830054198e-01
1.210460460460460519e+00 1.209808109478684723e-01
1.211711711711711770e+00 1.210026268044450543e-01
1.212962962962963021e+00 1.210205759510961376e-01
1.214214214214214271e+00 1.210346850364963367e-01
1.215465465465465522e+00 1.210449807556073232e-01
1.216716716716716773e+00 1.210514898457310529e-01
1.217967967967968024e+00 1.210542390826411935e-01
1.219219219219219275e+00 1.210532552767927261e-01
1.220470470470470525e+00 1.210485652696069447e-01
1.221721721721721776e+00 1.210401959298320340e-01
1.222972972972973027e+00 1.210281741499768943e-01
1.224224224224224278e+00 1.210125268428169504e-01
1.225475475475475529e+00 1.209932809379721946e-01
1.226726726726726779e+00 1.209704633785535638e-01
1.227977977977978030e+00 1.209441011178797459e-01
1.229229229229229281e+00 1.209142211162597819e-01
1.230480480480480532e+00 1.208808503378441118e-01
1.231731731731731783e+00 1.208440157475382526e-01
1.232982982982983033e+00 1.208037443079830048e-01
1.234234234234234284e+00 1.207600629765953892e-01
1.235485485485485535e+00 1.207129987026823309e-01
1.236736736736736786e+00 1.206625784245710792e-01
1.237987987987988037e+00 1.206088290668916457e-01
1.239239239239239287e+00 1.205517775378086853e-01
1.240490490490490538e+00 1.204914507263855350e-01
1.241741741741741789e+00 1.204278754999790063e-01
1.242992992992993040e+00 1.203610787016890088e-01
1.244244244244244291e+00 1.202910871478691801e-01
1.245495495495495542e+00 1.202179276256878926e-01
1.246746746746746792e+00 1.201416268907413015e-01
1.247997997997998043e+00 1.200622116647202114e-01
1.249249249249249294e+00 1.199797086331259310e-01
1.250500500500500545e+00 1.198941444430377812e-01
1.251751751751751796e+00 1.198055457009282454e-01
1.253003003003003046e+00 1.197139389705268592e-01
1.254254254254254297e+00 1.196193507707311310e-01
1.255505505505505548e+00 1.195218075735646340e-01
1.256756756756756799e+00 1.194213358021792987e-01
1.258008008008008050e+00 1.193179618289039734e-01
1.259259259259259300e+00 1.192117119733359237e-01
1.260510510510510551e+00 1.191026125004756853e-01
1.261761761761761802e+00 1.189906896189049657e-01
1.263013013013013053e+00 1.188759694790053056e-01
1.264264264264264304e+00 1.187584781712172632e-01
1.265515515515515554e+00 1.186382417243418141e-01
1.266766766766766805e+00 1.185152861038782507e-01
1.268018018018018056e+00 1.183896372104029787e-01
1.269269269269269307e+00 1.182613208779854236e-01
1.270520520520520558e+00 1.181303628726406568e-01
1.271771771771771808e+00 1.179967888908199647e-01
1.273023023023023059e+00 1.178606245579360279e-01
1.274274274274274310e+00 1.177218954269242113e-01
1.275525525525525561e+00 1.175806269768378681e-01
1.276776776776776812e+00 1.174368446114787273e-01
1.278028028028028062e+00 1.172905736580586583e-01
1.279279279279279313e+00 1.171418393658964496e-01
1.280530530530530564e+00 1.169906669051454934e-01
1.281781781781781815e+00 1.168370813655531110e-01
1.283033033033033066e+00 1.166811077552509235e-01
1.284284284284284317e+00 1.165227709995763222e-01
1.285535535535535567e+00 1.163620959399229715e-01
1.286786786786786818e+00 1.161991073326209267e-01
1.288038038038038069e+00 1.160338298478458680e-01
1.289289289289289320e+00 1.158662880685562696e-01
1.290540540540540571e+00 1.156965064894584644e-01
1.291791791791791821e+00 1.155245095159989771e-01
1.293043043043043072e+00 1.153503214633834484e-01
1.294294294294294323e+00 1.151739665556224534e-01
1.295545545545545574e+00 1.149954689246022177e-01
1.296796796796796825e+00 1.148148526091816307e-01
1.298048048048048075e+00 1.146321415543129635e-01
1.299299299299299326e+00 1.144473596101887175e-01
1.300550550550550577e+00 1.142605305314106090e-01
1.301801801801801828e+00 1.140716779761834637e-01
1.303053053053053079e+00 1.138808255055316077e-01
1.304304304304304329e+00 1.136879965825382255e-01
1.305555555555555580e+00 1.134932145716070068e-01
1.306806806806806831e+00 1.132965027377455247e-01
1.308058058058058082e+00 1.130978842458704031e-01
1.309309309309309333e+00 1.128973821601334804e-01
1.310560560560560583e+00 1.126950194432685126e-01
1.311811811811811834e+00 1.124908189559590960e-01
1.313063063063063085e+00 1.122848034562253239e-01
1.314314314314314336e+00 1.120769955988311917e-01
1.315565565565565587e+00 1.118674179347111525e-01
1.316816816816816837e+00 1.116560929104147282e-01
1.318068068068068088e+00 1.114430428675713958e-01
1.319319319319319339e+00 1.112282900423721965e-01
1.320570570570570590e+00 1.110118565650703160e-01
1.321821821821821841e+00 1.107937644594990112e-01
1.323073073073073092e+00 1.105740356426069687e-01
1.324324324324324342e+00 1.103526919240105097e-01
1.325575575575575593e+00 1.101297550055630181e-01
1.326826826826826844e+00 1.099052464809403135e-01
1.328078078078078095e+00 1.096791878352425254e-01
1.329329329329329346e+00 1.094516004446121071e-01
1.330580580580580596e+00 1.092225055758664770e-01
1.331831831831831847e+00 1.089919243861474651e-01
1.333083083083083098e+00 1.087598779225845969e-01
1.334334334334334349e+00 1.085263871219737802e-01
1.335585585585585600e+00 1.082914728104706209e-01
1.336836836836836850e+00 1.080551557032976701e-01
1.338088088088088101e+00 1.078174564044665079e-01
1.339339339339339352e+00 1.075783954065123865e-01
1.340590590590590603e+00 1.073379930902439161e-01
1.341841841841841854e+00 1.070962697245050332e-01
1.343093093093093104e+00 1.068532454659505831e-01
1.344344344344344355e+00 1.066089403588351414e-01
1.345595595595595606e+00 1.063633743348133681e-01
1.346846846846846857e+00 1.061165672127542120e-01
1.348098098098098108e+00 1.058685386985666887e-01
1.349349349349349358e+00 1.056193083850377606e-01
1.350600600600600609e+00 1.053688957516819291e-01
1.351851851851851860e+00 1.051173201646031230e-01
1.353103103103103111e+00 1.048646008763672449e-01
1.354354354354354362e+00 1.046107570258865277e-01
1.355605605605605612e+00 1.043558076383148264e-01
1.356856856856856863e+00 1.040997716249537630e-01
1.358108108108108114e+00 1.038426677831700146e-01
1.359359359359359365e+00 1.035845147963215668e-01
1.360610610610610616e+00 1.033253312336973456e-01
1.361861861861861867e+00 1.030651355504634825e-01
1.363113113113113117e+00 1.028039460876223748e-01
1.364364364364364368e+00 1.025417810719805728e-01
1.365615615615615619e+00 1.022786586161254230e-01
1.366866866866866870e+00 1.020145967184139107e-01
1.368118118118118121e+00 1.017496132629667760e-01
1.369369369369369371e+00 1.014837260196767565e-01
1.370620620620620622e+00 1.012169526442214113e-01
1.371871871871871873e+00 1.009493106780882110e-01
1.373123123123123124e+00 1.006808175486063606e-01
1.374374374374374375e+00 1.004114905689875714e-01
1.375625625625625625e+00 1.001413469383766602e-01
1.376876876876876876e+00 9.987040374190921110e-02
1.378128128128128127e+00 9.959867795077777253e-02
1.379379379379379378e+00 9.932618642230509054e-02
1.380630630630630629e+00 9.905294590003173305e-02
1.381881881881881879e+00 9.877897301378368855e-02
1.383133133133133130e+00 9.850428427981905433e-02
1.384384384384384381e+00 9.822889610087875978e-02
1.385635635635635632e+00 9.795282476632997948e-02
1.386886886886886883e+00 9.767608645227922326e-02
1.388138138138138133e+00 9.739869722169952615e-02
1.389389389389389384e+00 9.712067302456524331e-02
1.390640640640640635e+00 9.684202969799290961e-02
1.391891891891891886e+00 9.656278296638964864e-02
1.393143143143143137e+00 9.628294844160839583e-02
1.394394394394394388e+00 9.600254162310892236e-02
1.395645645645645638e+00 9.572157789812660300e-02
1.396896896896896889e+00 9.544007254184638800e-02
1.398148148148148140e+00 9.515804071758413030e-02
1.399399399399399391e+00 9.487549747697320013e-02
1.400650650650650642e+00 9.459245776015788587e-02
1.401901901901901892e+00 9.430893639599258194e-02
1.403153153153153143e+00 9.402494810224674981e-02
1.404404404404404394e+00 9.374050748581579107e-02
1.405655655655655645e+00 9.345562904293772122e-02
1.406906906906906896e+00 9.317032715941533927e-02
1.408158158158158146e+00 9.288461611084396219e-02
1.409409409409409397e+00 9.259851006284451624e-02
1.410660660660660648e+00 9.231202307130208229e-02
1.411911911911911899e+00 9.202516908260972850e-02
1.413163163163163150e+00 9.173796193391729747e-02
1.414414414414414400e+00 9.145041535338527261e-02
1.415665665665665651e+00 9.116254296044405681e-02
1.416916916916916902e+00 9.087435826605753941e-02
1.418168168168168153e+00 9.058587467299203388e-02
1.419419419419419404e+00 9.029710547608940652e-02
1.420670670670670654e+00 9.000806386254529834e-02
1.421921921921921905e+00 8.971876291219199606e-02
1.423173173173173156e+00 8.942921559778495288e-02
1.424424424424424407e+00 8.913943478529483266e-02
1.425675675675675658e+00 8.884943323420335659e-02
1.426926926926926908e+00 8.855922359780325770e-02
1.428178178178178159e+00 8.826881842350260687e-02
1.429429429429429410e+00 8.797823015313327444e-02
1.430680680680680661e+00 8.768747112326338855e-02
1.431931931931931912e+00 8.739655356551391530e-02
1.433183183183183163e+00 8.710548960687859721e-02
1.434434434434434413e+00 8.681429127004836044e-02
1.435685685685685664e+00 8.652297047373896932e-02
1.436936936936936915e+00 8.623153903302274714e-02
1.438188188188188166e+00 8.594000865966366920e-02
1.439439439439439417e+00 8.564839096245593919e-02
1.440690690690690667e+00 8.535669744756613220e-02
1.441941941941941918e+00 8.506493951887890426e-02
1.443193193193193169e+00 8.477312847834567178e-02
1.444444444444444420e+00 8.448127552633695470e-02
1.445695695695695671e+00 8.418939176199755070e-02
1.446946946946946921e+00 8.389748818360516502e-02
1.448198198198198172e+00 8.360557568893205171e-02
1.449449449449449423e+00 8.331366507560929169e-02
1.450700700700700674e+00 8.302176704149485942e-02
1.451951951951951925e+00 8.272989218504346598e-02
1.453203203203203175e+00 8.243805100568037114e-02
1.454454454454454426e+00 8.214625390417716611e-02
1.455705705705705677e+00 8.185451118303038731e-02
1.456956956956956928e+00 8.156283304684348867e-02
1.458208208208208179e+00 8.127122960271010443e-02
1.459459459459459429e+00 8.097971086060110069e-02
1.460710710710710680e+00 8.068828673375361138e-02
1.461961961961961931e+00 8.039696703906221154e-02
1.463213213213213182e+00 8.010576149747286601e-02
1.464464464464464433e+00 7.981467973437919583e-02
1.465715715715715683e+00 7.952373128002056257e-02
1.466966966966966934e+00 7.923292556988306701e-02
1.468218218218218185e+00 7.894227194510183843e-02
1.469469469469469436e+00 7.865177965286625217e-02
1.470720720720720687e+00 7.836145784682670146e-02
1.471971971971971938e+00 7.807131558750306233e-02
1.473223223223223188e+00 7.778136184269640596e-02
1.474474474474474439e+00 7.749160548790064162e-02
1.475725725725725690e+00 7.720205530671776784e-02
