# Wavelength(um) Reflectance(%)
1.111611611611611483e+00 9.956195398386459561e-02
1.112862862862862734e+00 9.659295200330098030e-02
1.114114114114113985e+00 9.340431459816478377e-02
1.115365365365365236e+00 9.000627705335803586e-02
1.116616616616616486e+00 8.641044324517511976e-02
1.117867867867867737e+00 8.262986060154356438e-02
1.119119119119118988e+00 7.867909558161226280e-02
1.120370370370370239e+00 7.457430824302321848e-02
1.121621621621621490e+00 7.033332421686269709e-02
1.122872872872872740e+00 6.597570214855869031e-02
1.124124124124123991e+00 6.152279439282155871e-02
1.125375375375375242e+00 5.699779847895383722e-02
1.126626626626626493e+00 5.242579659844196632e-02
1.127877877877877744e+00 4.783378012097216220e-02
1.129129129129128994e+00 4.325065593136192404e-02
1.130380380380380245e+00 3.870723121447308679e-02
1.131631631631631496e+00 3.423617321598924207e-02
1.132882882882882747e+00 2.987194049382847078e-02
1.134134134134133998e+00 2.565068226900865320e-02
1.135385385385385248e+00 2.161010270694666696e-02
1.136636636636636499e+00 1.778928733065728365e-02
1.137887887887887750e+00 1.422848930340549906e-02
1.139139139139139001e+00 1.096887403313445003e-02
1.140390390390390252e+00 8.052221450898192079e-03
1.141641641641641503e+00 5.520586398607022459e-03
1.142892892892892753e+00 3.415918815047915003e-03
1.144144144144144004e+00 1.779646808682800807e-03
1.145395395395395255e+00 6.522272128800617923e-04
1.146646646646646506e+00 7.266978231198189663e-05
1.147897897897897757e+00 7.804274320328231864e-05
1.149149149149149007e+00 7.029688791819797096e-04
1.150400400400400258e+00 1.979122634847996481e-03
1.151651651651651731e+00 3.934739764060802940e-03
1.152902902902902982e+00 6.594151755080216587e-03
1.154154154154154233e+00 9.977357554946495941e-03
1.155405405405405483e+00 1.409964493170552322e-02
1.156656656656656734e+00 1.897127311841537156e-02
1.157907907907907985e+00 2.459722716823953617e-02
1.159159159159159236e+00 3.097705273744850649e-02
1.160410410410410487e+00 3.810477785737909073e-02
1.161661661661661737e+00 4.596892574291765871e-02
1.162912912912912988e+00 5.455261992576718177e-02
1.164164164164164239e+00 6.383378012739031326e-02
1.165415415415415490e+00 7.378540444114885244e-02
1.166666666666666741e+00 8.437593071856239191e-02
1.167917917917917991e+00 9.556966768326524697e-02
1.169169169169169242e+00 1.073272843413349414e-01
1.170420420420420493e+00 1.196063448036106674e-01
1.171671671671671744e+00 1.323618747378557670e-01
1.172922922922922995e+00 1.455469453432539084e-01
1.174174174174174246e+00 1.591132609711970181e-01
1.175425425425425496e+00 1.730117372562165190e-01
1.176676676676676747e+00 1.871930577970802867e-01
1.177927927927927998e+00 2.016081989492479742e-01
1.179179179179179249e+00 2.162089140546994137e-01
1.180430430430430500e+00 2.309481703403759856e-01
1.181681681681681750e+00 2.457805336621054215e-01
1.182932932932933001e+00 2.606624981685188303e-01
1.184184184184184252e+00 2.755527597341758672e-01
1.185435435435435503e+00 2.904124336047495536e-01
1.186686686686686754e+00 3.052052180699136863e-01
1.187937937937938004e+00 3.198975071081077148e-01
1.189189189189189255e+00 3.344584558240242811e-01
1.190440440440440506e+00 3.488600031305614246e-01
1.191691691691691757e+00 3.630768565275578896e-01
1.192942942942943008e+00 3.770864440239819482e-01
1.194194194194194258e+00 3.908688382668849548e-01
1.195445445445445509e+00 4.044066578095043551e-01
1.196696696696696760e+00 4.176849502046565688e-01
1.197947947947948011e+00 4.306910612763911184e-01
1.199199199199199262e+00 4.434144945313366892e-01
1.200450450450450512e+00 4.558467642443118639e-01
1.201701701701701763e+00 4.679812453115376192e-01
1.202952952952953014e+00 4.798130225254581549e-01
1.204204204204204265e+00 4.913387415010014858e-01
1.205455455455455516e+00 5.025564630833455615e-01
1.206706706706706766e+00 5.134655226990126886e-01
1.207957957957958017e+00 5.240663957790094862e-01
1.209209209209209268e+00 5.343605700871059128e-01
1.210460460460460519e+00 5.443504255283221349e-01
1.211711711711711770e+00 5.540391217912858934e-01
1.212962962962963021e+00 5.634304939916230381e-01
1.214214214214214271e+00 5.725289563289986949e-01
1.215465465465465522e+00 5.813394136453712280e-01
1.216716716716716773e+00 5.898671806729537392e-01
1.217967967967968024e+00 5.981179086842527415e-01
1.219219219219219275e+00 6.060975192004119938e-01
1.220470470470470525e+00 6.138121443747811545e-01
1.221721721721721776e+00 6.212680736435733930e-01
1.222972972972973027e+00 6.284717062223074135e-01
1.224224224224224278e+00 6.354295090229422627e-01
1.225475475475475529e+00 6.421479795706824811e-01
1.226726726726726779e+00 6.486336135093025979e-01
1.227977977977978030e+00 6.548928762982897389e-01
1.229229229229229281e+00 6.609321787229274214e-01
1.230480480480480532e+00 6.667578558583659998e-01
1.231731731731731783e+00 6.723761491503720267e-01
1.232982982982983033e+00 6.777931912975535544e-01
1.234234234234234284e+00 6.830149936424454449e-01
1.235485485485485535e+00 6.880474358010819635e-01
1.236736736736736786e+00 6.928962572823216259e-01
1.237987987987988037e+00 6.975670508695286376e-01
1.239239239239239287e+00 7.020652575564668707e-01
1.240490490490490538e+00 7.063961628491315370e-01
1.241741741741741789e+00 7.105648942622784237e-01
1.242992992992993040e+00 7.145764198564058534e-01
1.244244244244244291e+00 7.184355476762018800e-01
1.245495495495495542e+00 7.221469259657847806e-01
1.246746746746746792e+00 7.257150440490952592e-01
1.247997997997998043e+00 7.291442337758327064e-01
1.249249249249249294e+00 7.324386714442758795e-01
1.250500500500500545e+00 7.356023801222517644e-01
1.251751751751751796e+00 7.386392322966022217e-01
1.253003003003003046e+00 7.415529527896385087e-01
1.254254254254254297e+00 7.443471218884399887e-01
1.255505505505505548e+00 7.470251786395194493e-01
1.256756756756756799e+00 7.495904242673007145e-01
1.258008008008008050e+00 7.520460256802037335e-01
1.259259259259259300e+00 7.543950190329153926e-01
1.260510510510510551e+00 7.566403133176329288e-01
1.261761761761761802e+00 7.587846939609220742e-01
1.263013013013013053e+00 7.608308264061169890e-01
1.264264264264264304e+00 7.627812596642399301e-01
1.265515515515515554e+00 7.646384298190089801e-01
1.266766766766766805e+00 7.664046634738466146e-01
1.268018018018018056e+00 7.680821811308616853e-01
1.269269269269269307e+00 7.696731004935591924e-01
1.270520520520520558e+00 7.711794396866296086e-01
1.271771771771771808e+00 7.726031203875399767e-01
1.273023023023023059e+00 7.739459708658575909e-01
1.274274274274274310e+00 7.752097289272895653e-01
1.275525525525525561e+00 7.763960447603240889e-01
1.276776776776776812e+00 7.775064836841456550e-01
1.278028028028028062e+00 7.785425287971671215e-01
1.279279279279279313e+00 7.795055835261235355e-01
1.280530530530530564e+00 7.803969740761266261e-01
1.281781781781781815e+00 7.812179517825420527e-01
1.283033033033033066e+00 7.819696953658694660e-01
1.284284284284284317e+00 7.826533130911296210e-01
1.285535535535535567e+00 7.832698448334813879e-01
1.286786786786786818e+00 7.838202640520275377e-01
1.288038038038038069e+00 7.843054796739001855e-01
1.289289289289289320e+00 7.847263378908703180e-01
1.290540540540540571e+00 7.850836238708209791e-01
1.291791791791791821e+00 7.853780633865127259e-01
1.293043043043043072e+00 7.856103243641159306e-01
1.294294294294294323e+00 7.857810183540367976e-01
1.295545545545545574e+00 7.858907019266021532e-01
1.296796796796796825e+00 7.859398779951533021e-01
1.298048048048048075e+00 7.859289970691507587e-01
1.299299299299299326e+00 7.858584584398501383e-01
1.300550550550550577e+00 7.857286113011321405e-01
1.301801801801801828e+00 7.855397558080471354e-01
1.303053053053053079e+00 7.852921440756230886e-01
1.304304304304304329e+00 7.849859811204807913e-01
1.305555555555555580e+00 7.846214257477691634e-01
1.306806806806806831e+00 7.841985913859390589e-01
1.308058058058058082e+00 7.837175468718490245e-01
1.309309309309309333e+00 7.831783171886961270e-01
1.310560560560560583e+00 7.825808841592434284e-01
1.311811811811811834e+00 7.819251870968431106e-01
1.313063063063063085e+00 7.812111234167173901e-01
1.314314314314314336e+00 7.804385492100019972e-01
1.315565565565565587e+00 7.796072797830512213e-01
1.316816816816816837e+00 7.787170901645232846e-01
1.318068068068068088e+00 7.777677155827974476e-01
1.319319319319319339e+00 7.767588519163028948e-01
1.320570570570570590e+00 7.756901561193781935e-01
1.321821821821821841e+00 7.745612466263324114e-01
1.323073073073073092e+00 7.733717037364292723e-01
1.324324324324324342e+00 7.721210699825846735e-01
1.325575575575575593e+00 7.708088504866406065e-01
1.326826826826826844e+00 7.694345133041565754e-01
1.328078078078078095e+00 7.679974897617642959e-01
1.329329329329329346e+00 7.664971747902111776e-01
1.330580580580580596e+00 7.649329272563580862e-01
1.331831831831831847e+00 7.633040702974945857e-01
1.333083083083083098e+00 7.616098916614784109e-01
1.334334334334334349e+00 7.598496440563590193e-01
1.335585585585585600e+00 7.580225455132774126e-01
1.336836836836836850e+00 7.561277797666212663e-01
1.338088088088088101e+00 7.541644966555778318e-01
1.339339339339339352e+00 7.521318125514234731e-01
1.340590590590590603e+00 7.500288108150842126e-01
1.341841841841841854e+00 7.478545422897102668e-01
1.343093093093093104e+00 7.456080258332352662e-01
1.344344344344344355e+00 7.432882488961155554e-01
1.345595595595595606e+00 7.408941681496908904e-01
1.346846846846846857e+00 7.384247101708654171e-01
1.348098098098098108e+00 7.358787721890542866e-01
1.349349349349349358e+00 7.332552229016289225e-01
1.350600600600600609e+00 7.305529033643574088e-01
1.351851851851851860e+00 7.277706279636300124e-01
1.353103103103103111e+00 7.249071854775372969e-01
1.354354354354354362e+00 7.219613402331765961e-01
1.355605605605605612e+00 7.189318333678381689e-01
1.356856856856856863e+00 7.158173842020325583e-01
1.358108108108108114e+00 7.126166917325953420e-01
1.359359359359359365e+00 7.093284362544078903e-01
1.360610610610610616e+00 7.059512811195316484e-01
1.361861861861861867e+00 7.024838746428265779e-01
1.363113113113113117e+00 6.989248521633826261e-01
1.364364364364364368e+00 6.952728382712926036e-01
1.365615615615615619e+00 6.915264492095190008e-01
1.366866866866866870e+00 6.876842954607899072e-01
1.368118118118118121e+00 6.837449845295434647e-01
1.369369369369369371e+00 6.797071239291072597e-01
1.370620620620620622e+00 6.755693243842610940e-01
1.371871871871871873e+00 6.713302032593748692e-01
1.373123123123123124e+00 6.669883882222171767e-01
1.374374374374374375e+00 6.625425211533318981e-01
1.375625625625625625e+00 6.579912623107181391e-01
1.376876876876876876e+00 6.533332947591257156e-01
1.378128128128128127e+00 6.485673290729077056e-01
1.379379379379379378e+00 6.436921083207707284e-01
1.380630630630630629e+00 6.387064133400919275e-01
1.381881881881881879e+00 6.336090683076733843e-01
1.383133133133133130e+00 6.283989466127660739e-01
1.384384384384384381e+00 6.230749770370926921e-01
1.385635635635635632e+00 6.176361502453260321e-01
1.386886886886886883e+00 6.120815255878501171e-01
1.388138138138138133e+00 6.064102382160292404e-01
1.389389389389389384e+00 6.006215065082366467e-01
1.390640640640640635e+00 5.947146398027420844e-01
1.391891891891891886e+00 5.886890464311851368e-01
1.393143143143143137e+00 5.825442420437336732e-01
1.394394394394394388e+00 5.762798582141207548e-01
1.395645645645645638e+00 5.698956513096815613e-01
1.396896896896896889e+00 5.633915116080342456e-01
1.398148148148148140e+00 5.567674726385080097e-01
1.399399399399399391e+00 5.500237207224424330e-01
1.400650650650650642e+00 5.431606046823868050e-01
1.401901901901901892e+00 5.361786456858949057e-01
1.403153153153153143e+00 5.290785471849729360e-01
1.404404404404404394e+00 5.218612049075390669e-01
1.405655655655655645e+00 5.145277168523492151e-01
1.406906906906906896e+00 5.070793932337566146e-01
1.408158158158158146e+00 4.995177663176754712e-01
1.409409409409409397e+00 4.918446000848955557e-01
1.410660660660660648e+00 4.840618996528981421e-01
1.411911911911911899e+00 4.761719203823271962e-01
1.413163163163163150e+00 4.681771765894307546e-01
1.414414414414414400e+00 4.600804497813351657e-01
1.415665665665665651e+00 4.518847963267692003e-01
1.416916916916916902e+00 4.435935544711394063e-01
1.418168168168168153e+00 4.352103506016978818e-01
1.419419419419419404e+00 4.267391046659542719e-01
1.420670670670670654e+00 4.181840346447688317e-01
1.421921921921921905e+00 4.095496599806270344e-01
1.423173173173173156e+00 4.008408038616683711e-01
1.424424424424424407e+00 3.920625942632698369e-01
1.425675675675675658e+00 3.832204636512459572e-01
1.426926926926926908e+00 3.743201472544489539e-01
1.428178178178178159e+00 3.653676798195106823e-01
1.429429429429429410e+00 3.563693907668979421e-01
1.430680680680680661e+00 3.473318976753897447e-01
1.431931931931931912e+00 3.382620980314670067e-01
1.433183183183183163e+00 3.291671591910781403e-01
1.434434434434434413e+00 3.200545065136788381e-01
1.435685685685685664e+00 3.109318096422726829e-01
1.436936936936936915e+00 3.018069669185182158e-01
1.438188188188188166e+00 2.926880879383992329e-01
1.439439439439439417e+00 2.835834742715965806e-01
1.440690690690690667e+00 2.745015983862904574e-01
1.441941941941941918e+00 2.654510808403153233e-01
1.443193193193193169e+00 2.564406658194434141e-01
1.444444444444444420e+00 2.474791951234556753e-01
1.445695695695695671e+00 2.385755807206033918e-01
1.446946946946946921e+00 2.297387760105588372e-01
1.448198198198198172e+00 2.209777459547040135e-01
1.449449449449449423e+00 2.123014362503662100e-01
1.450700700700700674e+00 2.037187417419684954e-01
1.451951951951951925e+00 1.952384742766476999e-01
1.453203203203203175e+00 1.868693302245898469e-01
1.454454454454454426e+00 1.786198578945714377e-01
1.455705705705705677e+00 1.704984250829967019e-01
1.456956956956956928e+00 1.625131869996855605e-01
1.458208208208208179e+00 1.546720548156668984e-01
1.459459459459459429e+00 1.469826650772368404e-01
1.460710710710710680e+00 1.394523502263215198e-01
1.461961961961961931e+00 1.320881104599000433e-01
1.463213213213213182e+00 1.248965871508790626e-01
1.464464464464464433e+00 1.178840380393954140e-01
1.465715715715715683e+00 1.110563143874776504e-01
1.466966966966966934e+00 1.044188402712523389e-01
1.468218218218218185e+00 9.797659416395862464e-02
1.469469469469469436e+00 9.173409294016834914e-02
1.470720720720720687e+00 8.569537840711931309e-02
1.471971971971971938e+00 7.986400644347491085e-02
1.473223223223223188e+00 7.424303879943802698e-02
1.474474474474474439e+00 6.883503758539190331e-02
1.475725725725725690e+00 6.364206244966069681e-02
